,Corr_Coef,R2,MAE,MSE,RMSE
mean,0.33768650236298653,0.11000768959062741,29.614062015267326,8733.45817478124,66.95484485778147
std,0.1408757093991878,0.07985029994761796,1.761728780685048,15104.590557571733,65.19591187223057
