smiles,value
Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,7.55
CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,7.33
Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,8.36
COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,6.36
COc1ccc(-c2nn(CC(C)CO)c3ncnc(N)c23)cc1OC,5.87
COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,6.93
CCOc1ccc(-c2[nH]nc3ncnc(N)c23)cc1OC,5.22
CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,6.26
C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,5.47
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,6.54
CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,6.07
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC,7.02
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC,6.13
CCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1OC,5.92
CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,4.98
COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,5.8
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,6.42
CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,7.34
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,7.43
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,6.25
Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,7.89
COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,8.7
CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,5.62
CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21,5.3
CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21,6.29
CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,4.3
CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21,6.0
CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,5.37
CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,4.89
CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21,5.04
CC(C)n1nc(-c2cncnc2)c2c(N)ncnc21,4.89
CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.85
CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,6.07
CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,6.29
CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,5.1
CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.64
CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,5.36
Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)sc1C=O,5.1
CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21,5.44
CC(C)n1nc(-c2ccc(NS(C)(=O)=O)cc2)c2c(N)ncnc21,5.64
CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,5.28
CC(C)n1nc(-c2ccc(S(N)(=O)=O)cc2)c2c(N)ncnc21,5.82
CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21,5.62
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,9.74
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCNC1,7.7
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCOC1,8.08
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCN1,6.48
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,7.17
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,5.95
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNCC1,6.06
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CCC1CCCNC1,6.61
CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21,6.15
CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,7.58
COc1cc(F)c(-c2nn(C(C)C)c3ncnc(N)c23)cc1F,6.95
CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,7.12
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,6.75
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1O,7.0
COc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,6.21
COc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,6.1
CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,6.94
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,7.75
COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,7.75
COc1ccc(-c2nn(C3CCC(C)C3)c3ncnc(N)c23)cc1O,8.0
COc1ccc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1O,5.92
COc1ccc(-c2nn(C3CCNC3)c3ncnc(N)c23)cc1O,6.51
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,7.09
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,5.96
COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,6.36
CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,6.27
CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,7.7
CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21,5.8
CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,6.38
Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1,6.49
Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,4.0
Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1,6.27
Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,5.66
CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,6.06
CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,6.02
CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,4.92
CC(C)n1nc(-c2ccc3ncnc(O)c3c2)c2c(N)ncnc21,6.61
CC(C)n1nc(-c2ccc3nc(O)ccc3c2)c2c(N)ncnc21,5.57
Nc1ncnc2c1c(-c1ccc3nc(O)ccc3c1)nn2C1CCCC1,5.96
CC(C)n1nc(-c2ccc3nc(N)ccc3c2)c2c(N)ncnc21,4.77
CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,5.37
CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21,4.77
CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,5.47
Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,4.77
CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,5.6
Nc1ncnc2c1c(-c1ccc3occc(=O)c3c1)nn2C1CCCC1,5.96
CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,5.75
Cc1ccc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2n1,4.8
Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,6.38
CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,8.0
CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21,7.82
Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1,8.27
CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,6.82
Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,6.83
CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,7.28
Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1,7.48
CC(C)n1nc(-c2ccc3c(N)[nH]nc3c2)c2c(N)ncnc21,7.46
CC(C)n1nc(-c2ccc3c[nH]nc3c2)c2c(N)ncnc21,7.52
Nc1ncnc2c1c(-c1ccc3c[nH]nc3c1)nn2C1CCCC1,7.43
CC(C)n1nc(-c2cc(F)c3c[nH]nc3c2)c2c(N)ncnc21,7.12
Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,6.66
CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,7.75
Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1,8.3
CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,6.57
CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,5.92
Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,7.24
CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21,8.05
CC(C)(C)OC(=O)n1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,7.32
CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,7.04
Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,7.25
