smiles,value
CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,6.16
CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,7.36
COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,5.7
Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,5.52
Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,7.4
Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,7.26
CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,7.17
CC(CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,5.635
N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,5.67
N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,5.54
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,6.29
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,5.94
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,6.97
CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,7.11
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCNC1,6.095
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCOC1,6.33
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1,6.75
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2CC1CCNCC1,4.93
Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,4.0
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1,4.0
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,4.0
CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,7.7
CC(CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,6.1
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,7.21
CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,7.26
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,5.87
CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,5.84
Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,6.67
Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1OCc1ccccc1,4.0
Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,6.62
Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,6.82
Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,8.0
CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,7.37
CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,5.78
Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,6.04
CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,7.03
Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,7.32
COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.99
COc1ccc(-c2nn(CC(C)CO)c3ncnc(N)c23)cc1OC,4.5
COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,5.77
CCOc1ccc(-c2[nH]nc3ncnc(N)c23)cc1OC,4.0
CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,4.87
C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,4.0
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,5.68
CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,4.0
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC,4.0
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC,5.28
CCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1OC,4.0
CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,4.9
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.36
CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,5.67
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,5.58
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,6.71
Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,6.25
COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,6.12
CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21,5.32
CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21,4.96
CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,4.37
CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21,5.37
CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2cncnc2)c2c(N)ncnc21,4.0
CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,4.0
CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,5.92
CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,5.85
CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,4.0
CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,4.0
CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,5.99
Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)sc1C=O,5.98
CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc(NS(C)(=O)=O)cc2)c2c(N)ncnc21,5.23
