,Corr_Coef,R2,MAE,MSE,RMSE
mean,0.798526413254127,0.6367031244735191,0.5007759497940232,0.4310091153127348,0.6560261174656221
std,0.017244251825858585,0.02766524867774095,0.016053429216513284,0.03323833822887141,0.025275452829112706
