,Corr_Coef,R2,MAE,MSE,RMSE
mean,0.8382172870302703,0.702186585560879,0.49229914067890945,0.42076140291757225,0.6479921996426933
std,0.015828456088697453,0.02640405574779635,0.01699255977847348,0.03809394267338017,0.029453558694938178
