,Corr_Coef,R2,MAE,MSE,RMSE
mean,0.7597468305896067,0.5750829660969641,0.5151484237974738,0.512774972051669,0.7134548228966389
std,0.032133444505014236,0.046320702442733334,0.05080534469439524,0.08834858734581785,0.061295903102854585
